Chemical name 	CAS RN	smiles	End Points (pLC50,mg/L )	End Points (LC50,mg/L )	End points annotation	Species	Reference	html
2-Allylphenol	1745-81-9	C=CCC1=CC=CC=C1O	1.176091259	15	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
5-Bromosalicylaldehyde	1761-61-1	C1(C=O)=C(O)C=CC(Br)=C1	0.113943352	1.3	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-Chloro-2-chloromethyl-1-propene	1871-57-4	C=C(CCl)C(Cl)	-0.721246399	0.19	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3,5-Dichloro-4-hydroxybenzonitrile	1891-95-8	C1=C(Cl)C(O)=C(Cl)C=C1C#N	1.385606274	24.3	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Di-n-butylterephthalate	1962-75-0	CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C=C1	-0.229147988	0.59	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4,4'-Dihydroxydiphenylether	9/9/1965	C1=CC(O)=CC=C1OC2=CC=C(O)C=C2	0.761927838	5.78	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,6-Dichlorobenzamide	2008-58-4	C1(Cl)=CC=CC(Cl)=C1C(=O)N	2.671172843	469	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
n-Decylamine	2016-57-1	CCCCCCCCCCN	0.012837225	1.03	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Aminocarb	2032-59-9	CNC(=O)OC1=CC(C)=C(N(C)C)C=C1	0.290034611	1.95	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,4,5-Tribromoimidazole	2034-22-2	N1=C(Br)NC(Br)=C1Br	0.786751422	6.12	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
(+-)-4-Pentyn-2-ol	11/5/2117	OC(C)CC#C	1.545307116	35.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Chlorocatechol	2138-22-9	OC1=C(O)C=C(Cl)C=C1	0.198657087	1.58	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Methyl 2,4-dihydroxybenzoate	2150-47-2	C1(O)=CC(O)=CC=C1C(=O)OC	1.660865478	45.8	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Pentachloropyridine	2176-62-7	N1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	-0.327902142	0.47	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
(1R,2S,5R)-(-)-menthol	2216-51-5	C1[C@H](C[C@H]([C@@H](C1)C(C)C)O)C	1.276461804	18.9	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1-(p-Toluenesulfonyl)imidazole	8/8/2232	C1=CN=CN1S(=O)(=O)C2=CC=C(C)C=C2	1.621176282	41.8	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2',4'-Dichloroacetophenone	2234-16-4	C1=C(C(=O)C)C(Cl)=CC(Cl)=C1	1.068185862	11.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
n-Octyl cyanide	2243-27-8	CCCCCCCCC#N	0.720159303	5.25	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
alpha,alpha,alpha-4-Tetrafluoro-m-toluidine	2357-47-3	NC1=CC(C(F)(F)F)=C(F)C=C1	1.478566496	30.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
trans-2-Phenyl-1-cyclohexanol	2362-61-0	[C@H]1(CCCC[C@H]1O)C2=CC=CC=C2	1.64738297	44.4	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Ethoxyethyl methacrylate	2370-63-0	C=C(C)C(=O)OCCOCC	1.442479769	27.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,3,6-Trimethylphenol	2416-94-6	OC1=C(C)C(C)=CC=C1C	0.913813852	8.2	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
n-Undecyl cyanide	2437-25-4	CCCCCCCCCCCC#N	-0.366531544	0.43	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
o-Methoxybenzamide	2439-77-2	C1(OC)=CC=CC=C1C(=O)N	2.079181246	120	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Tetrahydrofurfuryl methacrylate	2455-24-5	C=C(C)C(=O)OCC1OCCC1	1.540329475	34.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4,5-Dichloroguaiacol	2460-49-3	OC1=C(OC)C=C(Cl)C(Cl)=C1	0.650307523	4.47	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Benzyl methacrylate	2495-37-6	C=C(C)C(=O)OCC1=CC=CC=C1	0.669316881	4.67	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
hexyl acrylate	2499-95-8	C=CC(=O)OCCCCCC	0.045322979	1.11	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
p-(tert-butyl)-Phenyl-N-methylcarbamate	2626-83-7	CC(C)(C)C1=CC=C(OC(=O)NC)C=C1	1	10	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1-Benzylpiperazine	2759-28-6	C1=CC=CC=C1CN2CCNCC2	1.675778342	47.4	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-(3-Pyridyl)-1-propanol	2859-67-8	N1=CC=CC(=C1)CCCO	2.176091259	150	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Tridecylamine	2869-34-3	CCCCCCCCCCCCCN	-1.184422252	0.0654	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Amino-4'-chlorobenzophenone	2894-51-1	C1=CC=CC(N)=C1C(=O)C2=CC=C(Cl)C=C2	0.326335861	2.12	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Methyl 2,5-dichlorobenzoate	2905-69-3	C1(Cl)=CC=C(Cl)C=C1C(=O)OC	1.146128036	14	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
5-Bromovanillin	2973-76-4	C1(OC)=CC(C=O)=CC(Br)=C1O	1.775974331	59.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Cyclohexyl acrylate	3066-71-5	C=CC(=O)OC1CCCCC1	0.170261715	1.48	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Triethyl nitrilortricarboxylate	3206-31-3	CCOC(=O)N(C(=O)OCC)C(=O)OCC	1.123851641	13.3	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4,5-Dichlorocatechol	3428-24-8	OC1=C(O)C=C(Cl)C(Cl)=C1	-0.050609993	0.89	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,3,5,6-Tetrachloroaniline	3481-20-7	NC1=C(Cl)C(Cl)=CC(Cl)=C1Cl	-0.568636236	0.27	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,6-Diphenylpyridine	3558-69-8	N1=C(C2=CC=CC=C2)C=CC=C1C3=CC=CC=C3	-0.677780705	0.21	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,3-Dichloro-4,6-dinitrobenzene	3698-83-7	ClC1=CC(Cl)=C([N+]([O-])=O)C=C1[N+]([O-])=O	-1.341035157	0.0456	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,3-Dimethylvaleraldehyde	3944-76-1	CCC(C)C(C)C=O	1.204119983	16	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Decyn-1-ol	4117-14-0	C(O)C#CCCCCCCC	0.029383778	1.07	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
5-Chloro-2-pyridinol	4214-79-3	N1=C(O)C=CC(Cl)=C1	3.056904851	1140	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Isopropyl disulfide	4253-89-8	CC(C)SSC(C)C	0.919601024	8.31	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,4,5-Trimethoxybenzaldehyde	4460-86-0	C1(C=O)=C(OC)C=C(OC)C(OC)=C1	1.694605199	49.5	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Isopropyl methacrylate	4655-34-9	C=C(C)C(=O)OC(C)C	1.579783597	38	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1-Hexen-3-ol	4798-44-1	C=CC(O)CCC	1.482873584	30.4	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,3,4,5-Tetrachlorophenol	4901-51-3	OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1	-0.387216143	0.41	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,2-bis(4-Pyridyl)ethane	4916-57-8	C1=CN=CC=C1CCC2=CC=NC=C2	2.178976947	151	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,3-Diethyl-2-thiobarbituric acid	5217-47-0	C1C(=O)N(CC)C(=S)N(CC)C1=O	3.654176542	4510	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Dimethyl nitroterephthalate	5292-45-5	COC(=O)C1=CC=C(C(=O)OC)C=C1[N+]([O-])=O	0.814247596	6.52	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
5-Chloro-2-mercaptobenzothiazole	5331-91-9	C1=CC(Cl)=CC2N=C(S)SC1=2	0.506505032	3.21	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Dimethyl aminoterphthalate	5372-81-6	COC(=O)C1=CC=C(C(=O)OC)C=C1N	0.951337519	8.94	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3,6-Dithiaoctane	5395-75-5	CCSCCSCC	1.779596491	60.2	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Dimethylaminopropyl chloride, hydrochloride	4/5/5407	CN(C)CCCCl	2.123851641	133	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4'-Chloro-3'-nitroacetophenone	5465-65-6	C1=C(C(=O)C)C=C([N+]([O-])=O)C(Cl)=C1	0.740362689	5.5	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Amino-4-chloro-6-methylpyrimidine	5600-21-5	CC1=CC(Cl)=NC(N)=N1	2.149219113	141	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,6-Dimethoxytoluene	7/4/5673	CC1=C(OC)C=CC=C1OC	1.305351369	20.2	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Dimethylaminopyridine	5683-33-0	N1=C(N(C)C)C=CC=C1	2.103803721	127	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,2-Dimethyl-1-propylamine	5813-64-9	CC(C)(C)CN	2.67669361	475	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Isopimaric acid	5835-26-7	O=[C@](O)[C@@]3(C)[C@@]1([H])[C@@](CCC3)(C)[C@]2([H])C(C[C@](C=C)(C)CC2)=CC1	-0.060480747	0.87	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Amino-5-chlorobenzonitrile	5922-60-1	C1(N)=CC=C(Cl)C=C1C#N	1.456366033	28.6	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,1,1-Trichloro-2-methyl-2-propanol(hydrate) (2:1)	6001-64-5	C(Cl)(Cl)(Cl)C(C)(O)C	2.130333768	135	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Dodecanone	6175-49-1	CCCCCCCCCCC(=O)C	0.071882007	1.18	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Dimethylaminocinnamaldehyde	6203-18-5	C1=C(/C=C/C=O)C=CC(N(C)C)=C1	0.770852012	5.9	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,3,5-Trichloro-2,4-dinitrobenzene	6284-83-9	ClC1=C([N+]([O-])=O)C(Cl)=C([N+]([O-])=O)C(Cl)=C1	-0.653647026	0.222	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Chloro-5-nitrobenzaldehyde	6361-21-3	ClC1=CC=C([N+](=O)[O-])C=C1C=O	0.587710965	3.87	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Chloro-6-methylbenzonitrile	9/3/6575	N#CC1=C(Cl)C=CC=C1C	1.178976947	15.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Bromo-3-pyridinol	6602-32-0	N1=C(Br)C(O)=CC=C1	2.671172843	469	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Chloro-3-pyridinol	6636-78-8	N1=C(Cl)C(O)=CC=C1	2.793790385	622	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Tripropargylamine	6921-29-5	C#CCN(CC#C)CC#C	2.471291711	296	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
N,N-bis(2,2-Diethoxyethyl)methylamine	6948-86-3	CCOC(OCC)CN(C)CC(OCC)OCC	2.802773725	635	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1,4-bis(3-Aminopropyl)piperazine	7209-38-3	NCCCN1CCN(CCCN)CC1	3.491361694	3100	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-Hydroxy-3,7,11-trimethyl-1,6,10-dodecatriene	7212-44-4	OC(CC/C=C(C)/CC/C=C(C)\C)(C)C=C	0.155336037	1.43	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1-(2-Chloroethyl)pyrrolidine.HCl	7250-67-1	ClCCN1CCCC1	2.184691431	153	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
n-Undecylamine	7307-55-3	CCCCCCCCCCCN	-0.677780705	0.21	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
1-Heptyn-3-ol	7383-19-9	C#CC(O)CCCC	0.245512668	1.76	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
p-Ethoxybenzaldehyde	10031-82-0	C1(C=O)=CC=C(OCC)C=C1	1.44870632	28.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
[1(R)-endo]-(+)-3-Bromocamphor	10293-06-8	O=C(C(C(C1C2)(C)C)(C2)C)C1Br	1.835690571	68.5	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Resmethrin	10453-86-8	CC(C)=CC1C(C)(C)C1C(=O)OCC2=COC(CC3=CC=CC=C3)=C2	-2.207608311	0.0062	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
alpha,alpha,alpha',alpha'-Tetrabromo-o-xylene	13209-15-9	BrC(Br)C1=C(C(Br)Br)C=CC=C1	-0.359518563	0.437	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2',3',4'-Trichloroacetophenone	13608-87-2	C1=C(C(=O)C)C(Cl)=C(Cl)C(Cl)=C1	0.301029996	2	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2',3',4'-Trimethoxyacetophenone	13909-73-4	C1(OC)=C(OC)C(OC)=CC=C1C(=O)C	2.298853076	199	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Diethyl chloromalonate	14064-10-9	CCOC(=O)C(Cl)C(=O)OCC	-0.022276395	0.95	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
N-Ethylbenzylamine	14321-27-8	CCNCC1=CC=CC=C1	1.756636108	57.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Bromophenyl 3-pyridyl ketone	14548-45-9	C1=CC(Br)=CC=C1C(=O)C2=CC=CN=C2	1.309630167	20.4	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Benzoylpyridine	14548-46-0	C1=CC=CC=C1C(=O)C2=CC=NC=C2	2.012837225	103	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,2,5,5-Tetramethyltetrahydrofuran	15045-43-9	CC1(C)CCC(C)(C)O1	2.225309282	168	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-Hydroxy-2-nitropyridine	15128-82-2	N1=C([N+]([O-])=O)C(O)=CC=C1	2.222716471	167	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Alachlor	15972-60-8	C1(CC)=CC=CC(CC)=C1N(COC)C(=O)CCl	0.698970004	5	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Octylaniline	16245-79-7	NC1=CC=C(CCCCCCCC)C=C1	-0.920818754	0.12	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Methomyl	16752-77-5	CSC(C)=NOC(=O)NC	0.324282455	2.11	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
6-Chloro-2-pyridinol	16879-02-0	N1=C(O)C=CC=C1Cl	2.330413773	214	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-Amino-5,6-dimethyl-1,2,4-triazine	17584-12-2	NC1=NN=C(C)C(C)=N1	2.978636948	952	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-(Diethylamino)salicylaldehyde	17754-90-4	O=CC1=CC=C(N(CC)CC)C=C1O	0.72916479	5.36	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
6-Chloro-2-picoline	18368-63-3	N1=C(C)C=CC=C1Cl	2.365487985	232	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3,6-Dimethyl-1-heptyn-3-ol	19549-98-5	C#CC(CCC(C)C)(C)O	1.69019608	49	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,4,5-Trimethyloxazole	20662-84-4	CC1=C(C)OC(C)=N1	2.652246341	449	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Dimethylamino-3-methyl-2-butanone	22104-62-7	CC(=O)C(C)CN(C)C	0.929418926	8.5	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
