LogS	SMILES	Reference
-2.64	CN(C)CCN(Cc1ccccc1)c2ccccn2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.7	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.4	CCN(CC)CCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.84	CCCCOc1ccc(cc1)C(=O)OCCN(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.71	CCOc1ccc(cc1)C(=O)OCCN(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.73	OCCN(CCO)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.84	CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.03	CCN(CC)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.14	CCN(CC)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.76	CCN(CC)CC(=O)Nc1c(C)cccc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.57	CCN(CC)C(=O)[C@H](C)Oc1cccc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.95	CN(C(=O)C)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.35	CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.36	CNC(=O)Oc1ccc(N(C)C)c(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.92	CN(C)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.24	CCCCc1c(C)nc(nc1O)N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.95	CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.36	CN(C)c1nc(nc(n1)N(C)C)N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.84	CN(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	CNC(=O)Oc1cccc(c1)\N=C\N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	CNC(=O)Oc1cccc(c1)\N=C\N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.11	CN(C)C(=O)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.98	CN(C)C(=O)C(c1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.94	CN(C)C(=O)N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.93	CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.54	CC(C)c1ccc(NC(=O)N(C)C)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.16	COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	CN(C)C(=O)Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.85	CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.47	CN(\C=N\c1ccc(C)cc1C)\C=N\c2ccc(C)cc2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.47	CN(\C=N\c1ccc(C)cc1C)\C=N\c2ccc(C)cc2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	COCC(=O)N([C@H](C)C(=O)OC)c1c(C)cccc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.2	Nc1cc2c3ccccc3ccc2c4ccccc14	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.92	Nc1cccc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.22	Nc1cccc2nc3ccccc3cc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.35	CCc1cccc(CC)c1N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.85	Cc1ccccc1N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.52	Nc1ccccc1C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.42	Nc1ccccc1N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.72	Nc1ccccc1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.17	Nc1ccc2cc3ccccc3cc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.85	Cc1cccc(N)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.28	CC(=O)c1cccc(N)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.7	Nc1ccc(cc1)c2ccc(N)cc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.3	Nc1ccc(Cc2ccc(N)cc2)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.21	Cc1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.63	CCC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.61	CC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.4	CCCCCCCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.6	CCCCCCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.95	CCCCCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.26	CCCCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.08	CCCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.33	CCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.62	CCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.59	COC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.4	Nc1ccc(cc1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.38	Nc1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.8	Nc1ccc(O)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.41	Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.21	C[C@H]1C\C=C/C=C\C=C\C=C\[C@@H](C[C@H]2O[C@@](O)(C[C@@H](O)C[C@@H]3O[C@H]3\C=C/C(=O)O1)C[C@@H](O)[C@@H]2C(=O)O)O[C@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.21	C[C@H]1C\C=C/C=C/C=C\C=C\[C@@H](C[C@H]2O[C@@](O)(C[C@@H](O)C[C@@H]3O[C@H]3\C=C\C(=O)O1)C[C@@H](O)[C@@H]2C(=O)O)O[C@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.4	Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.1	COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.28	Cc1cc(N)nc(C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.12	NC1=C2N=CN=C2N=C=N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.53	NCc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.12	NCCc1ccc(O)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.7	NCCCCCCCCCCC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.75	CCCCCCCCN	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.85	CCCCCCCN	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.1	CCCCCCN	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.71	CCCC[C@H](CC)CN	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.48	NC[C@@H](O)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	N[C@H](Cc1ccc(O)c(O)c1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.57	N[C@H](Cc1ccc(O)cc1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.23	N[C@H](Cc1ccccc1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.55	N[C@H](CCC(=O)N)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.31	CC[C@H](N)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.74	N[C@H](CC(=O)N)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.08	C[C@H](N)CC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.09	C[C@@H](O)[C@@H](N)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.31	NC(=NC#N)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.92	NC(=O)c1ccccc1C(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.76	NC(=O)c1ccccc1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.96	NC(=O)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.61	NC(=O)c1cccnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.91	NC(=O)c1cnccn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.58	CC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.96	NC(=O)C=C	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.96	NC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.1	CC(C)(C)OC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.35	NC(=O)OCc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.67	CCCC(C)(COC(=O)N)COC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.8	CC(C)(C)COC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.3	CCCCCCCCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.62	CCCCCCCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.92	CCCCCCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.47	CCCCCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.66	CCCCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.85	CCOC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.3	CC(C)COC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.99	COc1ccccc1OC[C@H](O)COC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.97	COC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.78	Cc1cccc(Nc2ccccc2C(=O)O)c1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.24	CC(=O)Nc1ccccc1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.09	CC(=O)Nc1cccc(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.8	COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.63	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.58	CC(=O)Nc1ccc(C=O)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.98	CC(=O)Nc1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.37	CCOc1ccc(NC(=O)C)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.17	CCOc1ccc(NC(=O)N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.3	COc1ccc(NC(=O)C)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.91	CC(=O)Nc1ccc(OC(=O)C)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.03	CC(=O)Nc1ccc(O)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.51	N(c1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.68	O=CNc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.59	Oc1ccccc1C(=O)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.3	Cc1occc1C(=O)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.56	CC1=C(CCCO1)C(=O)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.92	CCC(=O)Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.33	CC(=O)Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.15	O=C(Nc1ccccc1)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.01	CN(C)C(=O)N[C@H]1C[C@H]2C[C@@H]1[C@@H]3CCC[C@H]23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.36	CN(C)C(=O)NC1CCCCCCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.11	C[C@@H]1CCCC[C@H]1NC(=O)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.5	NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](N)[C@@H]3O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.24	CCNc1nc(NC(C)(C)C)nc(OC)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.22	CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.95	NC(=O)NCc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.44	CCCCNCCCC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.46	CCCNCCC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.7	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.27	CCCCCNCCOC(=O)c1ccc(N)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.7	CCNc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.02	CCCCc1c(C)nc(NCC)nc1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.83	CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.51	NC(=N)NCC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.68	OC(=O)CNC(=O)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.15	C[C@@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.88	CNc1ccccc1C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.28	CNc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.13	CNC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.8	CNC(=O)Oc1cccc2CC(C)(C)Oc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.28	CNC(=O)Oc1cccc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.57	CNC(=O)Oc1ccccc1C2OCCO2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	CNC(=O)Oc1ccccc1C(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.05	CNC(=O)Oc1ccccc1OC(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.24	CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.58	CNC(=O)Oc1cc(C)cc(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.8	CNC(=O)Oc1cccc(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.8	CNC(=O)Oc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.08	CCNc1nc(NC(C)C)nc(OC)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.48	COc1nc(NC(C)C)nc(NC(C)C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.42	CN[C@H](C)[C@@H](O)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.27	O=C(NC(=O)c1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.9	CC(=O)NC(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.07	NNc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.34	CNN	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.01	NNC(=O)c1ccncc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.33	NNC(=O)Nc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.92	N(Nc1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.46	Cc1onc(c1)C(=O)NNCc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.74	ONc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.04	CC(C)Cc1ccc(cc1)[C@H](C)C(=O)NO	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.12	NC(=O)NO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.2	CN(C)NC(=O)CCC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.75	O=NN(c1ccccc1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.96	CCN(N=O)C(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.85	CN(N=O)C(=O)N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.45	c1ccc(cc1)N=Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.45	c1ccc(cc1)N=Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.84	C[C@]12[C@H](O)C=C[C@@]3(OC1=O)[C@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@@H]([C@@H]23)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.6	o1c2ccccc2c3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.4	COc1c2OC(=CC(=O)c2c(OC)c3ccoc13)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.93	COc1cc(O)c2C(=O)c3cc(O)ccc3Oc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.66	COc1c2OC(=O)C=Cc2cc3ccoc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.31	COc1ccc2C=CC(=O)Oc2c1CC=C(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	O=C1Oc2ccccc2C=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.84	OC1=C([C@H]2CCCc3ccccc23)C(=O)Oc4ccccc14	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.66	CCOC(=O)C(C1=C(O)c2ccccc2OC1=O)C3=C(O)c4ccccc4OC3=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.89	CC(=O)C[C@H](C1=C(O)c2ccccc2OC1=O)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.89	CC(=O)C[C@H](C1=C(O)c2ccccc2OC1=O)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.31	O1c2ccccc2Oc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.64	CC12CCC(CC1)C(C)(C)O2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.85	C[C@]12CCC(=O)C=C1CC[C@H]3[C@H]4CC[C@H](C(=O)CO)[C@@]45C[C@H](O[C@@H]5O)[C@H]23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.42	COc1cc2OC[C@@H]3Oc4c5C[C@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.09	C[C@@H]1[C@H]2CC[C@]3(C)C=CC(=O)C(=C3[C@@H]2OC1=O)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.27	OC(=O)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.94	COC1=C[C@@H]2O[C@@H]3C=CC(=C[C@H]3C(=O)[C@H]2C(=C1)O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.32	C[C@H]1CO[C@@H]2C[C@@]3(C)[C@@H](C[C@H]4[C@@H]5C=C6C[C@H](O)CC[C@@]6(C)C[C@H]5CC[C@]34C)O[C@H]2C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.32	C[C@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.9	Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.39	O=C1OC(=O)c2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.41	OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O[C@@]3(CO)O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.79	OC[C@@H]1O[C@H](O[C@@]2(CO)O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.64	OC[C@H]1O[C@@](O)(CO)[C@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.1	O=Cc1occc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.48	OC(=O)c1occc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.64	OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	COc1ccc2COC(=O)c2c1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.7	OC1=CC2=C3c4ccc(O)c(O)c4OC[C@@]3(O)CC2=CC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.9	COC1=C(OC)[C@@H]2[C@H](COC2=O)C=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.07	O=C1CCCO1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.56	C1CCOC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.03	C1CCOCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.05	O[C@H]1CCOC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.63	O=Cc1ccc2OCOc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	C1O[C@@H]1c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.59	C[C@@H]1CO1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.62	Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.11	C[C@@H]1CCCO1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.01	CC[C@@H](C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.08	C[C@@H]1O[C@@H](C[C@H](O)[C@H]1O)O[C@@H]2[C@@H](O)C[C@@H](O[C@@H]3[C@@H](O)C[C@@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@@]67O)C8=CC(=O)OC8)C4)O[C@H]3C)O[C@H]2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.29	C[C@@H]1O[C@@H](C[C@H](O)[C@H]1O)O[C@@H]2[C@@H](O)C[C@@H](O[C@@H]3[C@@H](O)C[C@@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@@]67O)C8=CC(=O)OC8)C4)O[C@H]3C)O[C@H]2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.82	o1cccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.74	COC(=O)c1ccccc1O[C@@H]2O[C@H](CO[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.85	OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.24	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.74	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.39	O[C@H]1CO[C@H](O)[C@@H](O)[C@@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.57	COc1cc(cc(OC)c1O)[C@@H]2[C@@H]3[C@H](COC3=O)[C@@H](O[C@H]4O[C@H]5CO[C@H](C)O[C@@H]5[C@@H](O)[C@@H]4O)c6cc7OCOc7cc26	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.08	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.99	CC1(C)[C@H]2CC[C@]1(C)C(=O)C2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.19	O=C1c2ccccc2C(=O)c3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.85	C[C@]12CC[C@H](C1)C(C)(C)C2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.48	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.69	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
