Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
4'-Hydroxypropiophenone	70702	CCC(=O)C1=CC=C(C=C1)O	0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Naphthyl acetate	830-81-9	O(C(C)=O)c1c2c(ccc1)cccc2	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-Tris(dimethylaminomethyl)phenol	90722	CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C	-0.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N,N-dimethylbenzylamine	103833	C(N(C)C)c1ccccc1	0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Phenyl-2-butanol	1.20E+08	CCC(CC1=CC=CC=C1)O	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-phenyl-2-butanol	120055-09-6	C([C@H](CC)O)c1ccccc1	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-1-Phenyl-2-pentanol	705737	CCCC(CC1=CC=CC=C1)O	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Phenyl-2-propanol	14898874	CC(CC1=CC=CC=C1)O	-0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
a,a-Dimethylbenzenepropanol	103059	CC(C)(CCC1=CC=CC=C1)O	-0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-1-phenyl-2-propanol	100867	CC(C)(CC1=CC=CC=C1)O	-0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-phenyl-1-butylamine	13214669	NCCCCc1ccccc1	0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Phenyl-1-butanol	3360416	C1=CC=C(C=C1)CCCCO	0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Phenyl-1-propanol	122974	C1=CC=C(C=C1)CCCO	-0.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Butylbenzene	104518	CCCCC1=CC=CC=C1	1.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,1-Diphenyl-2-propanol	29338496	CC(C(C1=CC=CC=C1)C2=CC=CC=C2)O	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,1-diphenyl-2-propanol	29338-49-6	C([C@@H](C)O)(c1ccccc1)c1ccccc1	1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
6-Phenyl-1-hexanol	2430162	C1=CC=C(C=C1)CCCCCCO	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Phenyl-1-pentanol	10521912	C1=CC=C(C=C1)CCCCCO	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-1,2-Diphenyl-2-propanol	5342870	CC(CC1=CC=CC=C1)(C2=CC=CC=C2)O	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-1,2-diphenyl-2-propanol	5342-87-0	C([C@](C)(O)c1ccccc1)c1ccccc1	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Amylbenzene	538681	CCCCCC1=CC=CC=C1	1.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
alcohol	60128	C1=CC=C(C=C1)CCO	-0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-2-Phenyl-2-butanol	1565759	CCC(C)(C1=CC=CC=C1)O	0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)1-Phenyl-1-propanol	93549	CCC(C1=CC=CC=C1)O	-0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-2-phenyl-2-butanol	1565-75-9	C([C@](C)(O)c1ccccc1)C	0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Ethylbenzyl alcohol	768592	CCC1=CC=C(C=C1)CO	0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-phenyl-1-butanol	22144-60-1	C([C@@H](O)c1ccccc1)CC	-0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(R+-)-1-Phenyl-1-butanol	22144601	CCCC(C1=CC=CC=C1)O	-0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Phenylethylamine	618360	CC(C1=CC=CC=C1)N	-0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Phenyl-2-propanol	617947	CC(C)(C1=CC=CC=C1)O	-0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(Sec)phenethyl alcohol	98851	CC(C1=CC=CC=C1)O	-0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
sec-phenethyl alcohol	98-85-1	C[C@@H](O)c1ccccc1	-0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methylbenzyl alcohol	89952	CC1=CC=CC=C1CO	-0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Propylaniline	1821392	CCCC1=CC=CC=C1N	0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Ethylaniline	587020	CCC1=CC(=CC=C1)N	-0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Phenyl-1-butanol	2722363	CC(CCO)C1=CC=CC=C1	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Butylaniline	104132	CCCCC1=CC=C(C=C1)N	1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Phenyl-1-butanol	89104461	C1=CC=CC=C1C(CC)CO	-0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-phenyl-1-butanol	2722-36-3	C([C@H](C)c1ccccc1)CO	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-phenyl-3-butyn-2-ol	127-66-2	C([C@](C)(O)c1ccccc1)#C	-0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Diethylaniline	579668	CCC1=C(C(=CC=C1)CC)N	0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Phenyl-3-butyn-2-ol	127662	CC(C#C)(C1=CC=CC=C1)O	-0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Methylphenethylamine	589082	CNCCC1=CC=CC=C1	-0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzyl alcohol	100516	C1=CC=C(C=C1)CO	-0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzhydrol	91010	C1=CC=C(C=C1)C(C2=CC=CC=C2)O	0.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzylamine	100469	C1=CC=C(C=C1)CN	-0.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethylaniline	578541	CCC1=CC=CC=C1N	-0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Phenyl-2-propen-1-ol	104541	C1=CC=C(C=C1)C=CCO	-0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzamide	55210	C(=O)(c1ccccc1)N	-0.91	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Thiobenzamide	2227794	C1=CC=C(C=C1)C(=S)N	0.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(2-Bromoethyl)benzene	103639	C1=CC=C(C=C1)CCBr	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Isopropylbenzyl	536607	CC(C)C1=CC=C(C=C1)CO	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Carbanilic acid,2,5-dimethyl-4-thiocyanato-,3,4,5,6-tetrabromo-o-tolyl ester (8CI)	24065-40-5	O(C(Nc1c(C)cc(c(c1)C)SC#N)=O)c1c(Br)c(Br)c(c(c1C)Br)Br	2.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methanol	67561	CO	-2.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,2'-Bithiophen	492977	C1(C2=CC=CS2)=CC=CS1	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Phenylpyridine	1008895	C1=CC=C(C=C1)C2=CC=CC=N2	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Phenylpyridine	1008884	C1=CC=C(C=C1)C2=CN=CC=C2	0.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butanone,	5469261	C(C(CBr)=O)(C)(C)C	2.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Propanone,1,3-dichloro-	534076	C(C(CCl)=O)Cl	2.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-Butanedione,	6305437	C(C(CBr)=O)(CBr)=O	1.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloro-2-butanone	4091-39-8	C([C@@H](C)Cl)(C)=O	0.269	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
HYDROXYL NUMBER REAGENT	17346166	C(C(Br)(C)C)(C(Br)(C)C)=O	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butanone,3-chloro-	4091398	CC(Cl)C(=O)C	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Propanone,1,1-dichloro-	513882	C(C(C)=O)(Cl)Cl	0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chlorpentan-2,4-dion	1694297	CC(=O)C(Cl)C(=O)C	1.44	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-DIBROMO-3,4-Hexanedione	39081919	C(C(C(Br)C)=O)(C(Br)C)=O	2.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Dibromo-3,4-hexanedione	39081-91-9	C(C([C@@H](Br)C)=O)([C@@H](Br)C)=O	2.168	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	53955810	O=C(C(CC)C)OC	-1.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl.alpha.-methylbutyrate	7452791	CCC(C(OCC)=O)C	-0.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Diethyl 2-ethylmalonate	133131	C(C(C(OCC)=O)C(OCC)=O)C	-0.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	1679476	C1C(C(OC1)=O)C	-1.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Dihydro-3-methyl-2(3H)-furanone	1679-47-6	C[C@H]1C(=O)OCC1	-1.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Metile (acetato di) (ITALIAN)	79209	C(C)(=O)OC	-1.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionic acid, methyl ester	554121	C(CC)(=O)OC	-1.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propanedioic acid, dimethyl ester (9CI)	108598	C(CC(=O)OC)(=O)OC	-1.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-ethylbutyl acetate	10031875	CCC(CC)COC(=O)C	-0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	106650	C(CCC(=O)OC)(=O)OC	-1.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Vinyl 2-ethylhexanoate	94-04-2	C([C@@H](CCCC)CC)(OC=C)=O	1.046	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Hexanoic acid, 2-ethyl-, vinyl ester	94042	C(C(OC=C)=O)(CCCC)CC	1.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-2-hexynoate	18937-79-6	C(C#CCCC)(OC)=O	0.763	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propylmalonic acid diethyl ester	2163486	C(C(C(OCC)=O)C(OCC)=O)CC	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-ethyl-	97961	C(CC)(CC)C=O	-0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methylbutyraldehyde	96-17-3	C([C@H](C=O)C)C	-0.311	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	609085	CC(C(OCC)=O)C(OCC)=O	-0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isobutyric	97621	C(C(C)C)(=O)OCC	-1.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyraldehyde, 2-methyl-	96173	C(CC)(C=O)C	-0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-2-nonynoate	111-80-8	C(C#CC(OC)=O)CCCCC	1.322	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-2-octynoate	111-12-6	C(#CC(OC)=O)CCCCC	1.043	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butylmalonic acid diethyl ester	133084	C(C(C(OCC)=O)C(OCC)=O)CCC	0.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-2-butynoate	23326-27-4	C(C#CC)(OC)=O	0.403	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl tiglate	6622-76-0	C(\C(OC)=O)(=C\C)C	-0.617	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Diethyl 2-allylmalonate	2049801	C(C(C(OCC)=O)C(OCC)=O)C=C	-0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-3,3-dimethylacrylate	924-50-5	C(\C=C(\C)C)(OC)=O	-1.061	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
dichloromethyl cyanide	3018120	N#CC(Cl)Cl	0.97	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Dibrommethylcyanid	3252435	C(C(Br)Br)#N	2.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Bromessigsaeurenitril	590170	C(Br)C#N	2.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
chloroacetonitrile [MONOCHLOROACETONIC	107142	C(CCl)#N	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Nitrile trichloracetique	545062	C(C(Cl)(Cl)Cl)#N	1.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-CHLOROPROPIONITRILE	1617170	C(C#N)(C)Cl	-0.86	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-BROMOPROPIONITRILE	19481824	C(#N)C(Br)C	0.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propanenitrile, 2-bromo-	19481-82-4	C([C@@H](Br)C)#N	0.626	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloropropanenitrile	1617-17-0	C([C@H](C)Cl)#N	-0.863	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionitrile, 3-chloro-	542767	C(CCCl)#N	-1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-cyanopyridine	100-48-1	C(#N)c1ccncc1	-0.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-cyanopyridine	100-54-9	C(#N)c1cccnc1	-0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-cyanopyridine	100-70-9	C(#N)c1ccccn1	-0.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
benzonitrile	100-47-0	C(#N)c1ccccc1	-0.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Benzylpyridine	2116656	C1=CC=C(C=C1)CC2=CC=NC=C2	0.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-tolunitrile	104-85-8	C(#N)c1ccc(cc1)C	-0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-4-cyanobenzoate	1129357	N#Cc1ccc(C(=O)OC)cc1	-0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzonitrile,	105077	C1=C(C=CC(=C1)C=O)C#N	0.043	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-cyanophenol	767-00-0	C(#N)c1ccc(cc1)O	0.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-cyanophenol	611201	N#Cc1c(O)cccc1	0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-benzylpyridine	620951	n1cc(Cc2ccccc2)ccc1	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methoxybenzonitrile	874908	COC1=CC=C(C=C1)C#N	0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Benzylpyridine	101826	C1=CC=C(C=C1)CC2=CC=CC=N2	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Cyanobenzamide	3034342	C1=CC(=CC=C1C#N)C(=O)N	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-cyanophenol	873621	N#Cc1cc(O)ccc1	-0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	26522850	C(C([O-])=O)C([O-])=O	-1.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Jantaran sodny (Czech)	150903	C(CCC(=O)[O-])(=O)[O-]	-1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, sodium salt	156547	CCCC([O-])=O	-1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Natriumpropionat (German)	137406	C(CC)(=O)[O-]	-1.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-hexanoate	10051442	CCCCCC([O-])=O	-0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
SODIUM OCTANOATE-1-13C	1984061	CCCCCCCC([O-])=O	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
NCINSC#54711	108930	C1(CCCCC1)O	-0.77	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Decanol	2051312	CCCC(CCCCCC)O	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Decanol	2051-31-2	C([C@H](CCC)O)CCCCC	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+-)-3-octanol	20296291	CCC(CCCCC)O	0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+-)-3-octanol	20296-29-1	C([C@@H](CC)O)CCCC	0.031	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+/-)-2-Octanol	4128-31-8	C(C[C@H](C)O)CCCC	0.001	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nonanol	628-99-9	C(CCCCC)C[C@H](C)O	0.618	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
NONAN-2-OL	628999	CC(CCCCCCC)O	0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+/-)-2-Octanol	4128318	CC(CCCCCC)O	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Hexanediol	2935-44-6	C(C[C@H](C)O)[C@@H](C)O	-1.96	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propylamine, 1-ethyl-(8CI)	616240	C(C(CC)N)C	-0.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
sec-Pentanol	584021	CCC(CC)O	-1.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
WLN: QY1&2YQ1	2935446	C(CC(C)O)C(C)O	-1.96	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Methyl-n-butylamine	625309	C(C(C)N)CC	-0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-pentanol	6032297	CC(O)CCC	-1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Pentanol	6032-29-7	C([C@H](C)O)CC	-1.1596	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Sec-amylamine	625-30-9	C([C@H](C)N)CC	-0.685	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Butyl ethynyl carbinol	7383199	CCCCC(O)C#C	-0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-Butylethylenglykol	6920225	CCCCC(O)CO	-1.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-NORLEUCINOL	5665747	C(CCCC)(CO)N	-0.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Decanediol (8CI9CI)	1119864	C(CCCCCC)CC(CO)O	0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Decanediol	1119-86-4	C(CC[C@@H](CO)O)CCCCC	0.764	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Heptyn-3-ol	7383-19-9	C([C@H](C#C)O)CCC	-0.265	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
dl-2-Amino-1-hexanol	16397-19-6	C([C@@H](CO)N)CCC	-0.5848	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-1,2-Hexanediol	6920-22-5	C([C@@H](CO)O)CCC	-1.267	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-2-AMINO-1-PENTANOL	4146047	C(CCC)(CO)N	-0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Pentanediol (8CI9CI)	5343920	OCC(CCC)O	-1.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
dl-2-Amino-1-pentanol	16369-14-5	C([C@@H](CO)N)CC	-0.6718	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Pentanediol	5343-92-0	C([C@@H](CO)O)CC	-1.627	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxy-1-hexene	4798441	C=CC(CCC)O	-0.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Hexen-3-ol	4798-44-1	C([C@@H](C=C)O)CC	-0.811	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2,4,5-Tetrachlorobenzene	95943	C1=C(C(=CC(=C1Cl)Cl)Cl)Cl	2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2,4-Trichlorobenzene	120821	C1=CC(=C(C=C1Cl)Cl)Cl	1.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3,5-Trichlorobenzene	108703	C1=C(C=C(C=C1Cl)Cl)Cl	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dichlorobenzene	95501	C1=CC=C(C(=C1)Cl)Cl	0.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5,6-Tetrachloroaniline	3481207	C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl	1.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5,6-tetrachlorophenol	935-95-5	Clc1c(O)c(Cl)c(cc1Cl)Cl	2.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5,6-tetrafluorophenol	769-39-1	Fc1c(O)c(F)c(cc1F)F	1.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-Dibromobenzene	106376	C1=CC(=CC=C1Br)Br	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,5-Trichloroaniline	636306	C1=C(C(=CC(=C1Cl)Cl)Cl)N	1.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,5-Trichlorophenol	95954	C1=C(C(=CC(=C1Cl)Cl)Cl)O	2.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Bromobenzene	108861	C1=CC=C(C=C1)Br	0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,4,6-Tetrachlorophenol	58902	C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl	2.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C1=CC=C(C=C1)Cl	108907	C1=CC=C(C=C1)Cl	-0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Iodobenzene	591504	C1=CC=C(C=C1)I	0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5-trichlorophenol	933-78-8	Clc1c(Cl)cc(cc1O)Cl	2.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5,6-tetrachloronitrobenzene	117-18-0	N(=O)(=O)c1c(Cl)c(Cl)cc(c1Cl)Cl	1.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,4,5-Tetrachloroaniline	634833	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)N	1.96	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloro-4-methylaniline	95749	CC1=C(C=C(C=C1)N)Cl	0.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloro-2-methylaniline	87605	CC1=C(C=CC=C1Cl)N	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Chloro-2-methylaniline	95794	CC1=C(C=C(C=C1)Cl)N	0.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloro-4-methylaniline	615656	CC1=CC(=C(C=C1)N)Cl	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dichloro-3-methylaniline	64063372	c1(c(c(c(cc1)Cl)N)Cl)C	0.69	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methylaniline	106490	CC1=CC=C(C=C1)N	-0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Dimethylaniline	956473	CC1=C(C=C(C=C1)N)C	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
a,a,a-4-Tetrafluoro-3-toluidine	2357473	C1=CC(=C(C=C1N)C(F)(F)F)F	0.77	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Iodoaniline	626017	C1=CC(=CC(=C1)I)N	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Fluoroaniline	372190	C1=CC(=CC(=C1)F)N	-0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloroaniline	108429	C1=CC(=CC(=C1)Cl)N	0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
